time,generation,consumption
2018-01-01 00:00:00,0.01,0.61
2018-01-01 01:00:00,0.73,0.62
2018-01-01 02:00:00,0.01,0.6
2018-01-01 03:00:00,0.01,0.59
2018-01-01 04:00:00,0.01,0.55
2018-01-01 05:00:00,0.01,0.7
2018-01-01 06:00:00,0.01,0.56
2018-01-01 07:00:00,0.0,0.84
2018-01-01 08:00:00,0.3,1.31
2018-01-01 09:00:00,1.22,1.29
2018-01-01 10:00:00,1.44,1.03
2018-01-01 11:00:00,1.86,1.01
2018-01-01 12:00:00,1.67,0.5
2018-01-01 13:00:00,1.14,0.54
2018-01-01 14:00:00,1.04,0.63
2018-01-01 15:00:00,0.56,0.86
2018-01-01 16:00:00,0.39,1.2
2018-01-01 17:00:00,0.0,1.49
2018-01-01 18:00:00,0.01,1.56
2018-01-01 19:00:00,0.0,1.45
2018-01-01 20:00:00,0.0,1.28
2018-01-01 21:00:00,0.01,0.95
2018-01-01 22:00:00,0.01,0.74
2018-01-01 23:00:00,0.01,0.68
2018-01-02 00:00:00,0.01,0.62
2018-01-02 01:00:00,0.01,0.59
2018-01-02 02:00:00,0.01,0.58
2018-01-02 03:00:00,0.01,0.61
2018-01-02 04:00:00,0.01,0.53
2018-01-02 05:00:00,0.01,0.56
2018-01-02 06:00:00,0.01,1.08
2018-01-02 07:00:00,0.0,1.32
2018-01-02 08:00:00,0.08,1.04
2018-01-02 09:00:00,0.42,2.62
2018-01-02 10:00:00,0.69,1.29
2018-01-02 11:00:00,0.87,3.03
2018-01-02 12:00:00,0.91,2.57
2018-01-02 13:00:00,0.73,1.02
2018-01-02 14:00:00,0.47,0.58
2018-01-02 15:00:00,0.21,0.86
2018-01-02 16:00:00,0.04,0.57
2018-01-02 17:00:00,0.01,0.75
2018-01-02 18:00:00,0.01,1.05
2018-01-02 19:00:00,0.01,1.38
2018-01-02 20:00:00,0.0,0.95
2018-01-02 21:00:00,0.0,0.9
2018-01-02 22:00:00,0.01,0.76
2018-01-02 23:00:00,0.01,0.57
2018-01-03 00:00:00,0.01,0.55
2018-01-03 01:00:00,0.01,0.52
2018-01-03 02:00:00,0.01,0.5
2018-01-03 03:00:00,0.01,0.59
2018-01-03 04:00:00,0.01,0.48
2018-01-03 05:00:00,0.01,0.57
2018-01-03 06:00:00,0.01,0.64
2018-01-03 07:00:00,0.06,0.72
2018-01-03 08:00:00,0.79,0.75
2018-01-03 09:00:00,1.72,0.72
2018-01-03 10:00:00,2.66,0.52
2018-01-03 11:00:00,3.24,0.35
2018-01-03 12:00:00,3.72,0.43
2018-01-03 13:00:00,3.9,0.45
2018-01-03 14:00:00,3.56,0.46
2018-01-03 15:00:00,2.84,0.49
2018-01-03 16:00:00,1.49,0.42
2018-01-03 17:00:00,0.19,0.51
2018-01-03 18:00:00,0.01,0.92
2018-01-03 19:00:00,0.01,1.15
2018-01-03 20:00:00,0.01,0.99
2018-01-03 21:00:00,0.01,0.86
2018-01-03 22:00:00,0.01,0.62
2018-01-03 23:00:00,0.01,0.45
2018-01-04 00:00:00,0.01,0.55
2018-01-04 01:00:00,0.01,0.48
2018-01-04 02:00:00,0.01,0.42
2018-01-04 03:00:00,0.01,0.46
2018-01-04 04:00:00,0.01,0.4
2018-01-04 05:00:00,0.01,0.45
2018-01-04 06:00:00,0.01,0.54
2018-01-04 07:00:00,0.05,0.46
2018-01-04 08:00:00,0.67,0.68
2018-01-04 09:00:00,1.94,0.44
2018-01-04 10:00:00,2.77,0.67
2018-01-04 11:00:00,3.46,1.01
2018-01-04 12:00:00,2.82,0.93
2018-01-04 13:00:00,3.21,0.92
2018-01-04 14:00:00,2.22,0.8
2018-01-04 15:00:00,0.91,0.77
2018-01-04 16:00:00,0.3,0.39
2018-01-04 17:00:00,0.01,0.82
2018-01-04 18:00:00,0.01,1.34
2018-01-04 19:00:00,0.01,0.95
2018-01-04 20:00:00,0.01,0.89
