time,generation,consumption
2018-01-01 00:00:00,0.01,0.9
2018-01-01 01:00:00,0.73,1.44
2018-01-01 02:00:00,0.01,0.81
2018-01-01 03:00:00,0.01,0.83
2018-01-01 04:00:00,0.01,0.81
2018-01-01 05:00:00,0.01,0.8
2018-01-01 06:00:00,0.01,0.81
2018-01-01 07:00:00,0.0,0.88
2018-01-01 08:00:00,0.3,1.3
2018-01-01 09:00:00,1.22,1.13
2018-01-01 10:00:00,1.44,1.08
2018-01-01 11:00:00,1.86,0.97
2018-01-01 12:00:00,1.67,0.77
2018-01-01 13:00:00,1.14,0.91
2018-01-01 14:00:00,1.04,0.48
2018-01-01 15:00:00,0.56,1.14
2018-01-01 16:00:00,0.39,0.77
2018-01-01 17:00:00,0.0,0.87
2018-01-01 18:00:00,0.01,1.03
2018-01-01 19:00:00,0.0,1.44
2018-01-01 20:00:00,0.0,1.09
2018-01-01 21:00:00,0.01,0.94
2018-01-01 22:00:00,0.01,0.91
2018-01-01 23:00:00,0.01,0.44
2018-01-02 00:00:00,0.01,0.58
2018-01-02 01:00:00,0.01,0.68
2018-01-02 02:00:00,0.01,0.66
2018-01-02 03:00:00,0.01,0.58
2018-01-02 04:00:00,0.01,0.59
2018-01-02 05:00:00,0.01,0.7
2018-01-02 06:00:00,0.01,0.87
2018-01-02 07:00:00,0.0,1.05
2018-01-02 08:00:00,0.08,1.11
2018-01-02 09:00:00,0.42,1.04
2018-01-02 10:00:00,0.69,0.69
2018-01-02 11:00:00,0.87,2.89
2018-01-02 12:00:00,0.91,0.79
2018-01-02 13:00:00,0.73,0.96
2018-01-02 14:00:00,0.47,0.41
2018-01-02 15:00:00,0.21,0.83
2018-01-02 16:00:00,0.04,0.71
2018-01-02 17:00:00,0.01,0.99
2018-01-02 18:00:00,0.01,1.49
2018-01-02 19:00:00,0.01,1.95
2018-01-02 20:00:00,0.0,1.18
2018-01-02 21:00:00,0.0,1.21
2018-01-02 22:00:00,0.01,0.75
2018-01-02 23:00:00,0.01,0.34
2018-01-03 00:00:00,0.01,0.43
2018-01-03 01:00:00,0.01,0.52
2018-01-03 02:00:00,0.01,0.54
2018-01-03 03:00:00,0.01,0.59
2018-01-03 04:00:00,0.01,0.66
2018-01-03 05:00:00,0.01,0.67
2018-01-03 06:00:00,0.01,0.9
2018-01-03 07:00:00,0.06,1.34
2018-01-03 08:00:00,0.79,1.05
2018-01-03 09:00:00,1.72,0.64
2018-01-03 10:00:00,2.66,0.67
2018-01-03 11:00:00,3.24,0.72
2018-01-03 12:00:00,3.72,0.89
2018-01-03 13:00:00,3.9,0.82
2018-01-03 14:00:00,3.56,0.53
2018-01-03 15:00:00,2.84,0.33
2018-01-03 16:00:00,1.49,0.33
2018-01-03 17:00:00,0.19,0.61
2018-01-03 18:00:00,0.01,0.88
2018-01-03 19:00:00,0.01,1.02
2018-01-03 20:00:00,0.01,0.94
2018-01-03 21:00:00,0.01,0.9
2018-01-03 22:00:00,0.01,0.67
2018-01-03 23:00:00,0.01,0.37
2018-01-04 00:00:00,0.01,0.36
2018-01-04 01:00:00,0.01,0.52
2018-01-04 02:00:00,0.01,0.5
2018-01-04 03:00:00,0.01,0.47
2018-01-04 04:00:00,0.01,0.54
2018-01-04 05:00:00,0.01,0.54
2018-01-04 06:00:00,0.01,0.55
2018-01-04 07:00:00,0.05,1.21
2018-01-04 08:00:00,0.67,1.0
2018-01-04 09:00:00,1.94,1.13
2018-01-04 10:00:00,2.77,0.63
2018-01-04 11:00:00,3.46,0.42
2018-01-04 12:00:00,2.82,0.51
2018-01-04 13:00:00,3.21,0.48
2018-01-04 14:00:00,2.22,0.37
2018-01-04 15:00:00,0.91,0.43
2018-01-04 16:00:00,0.3,0.56
2018-01-04 17:00:00,0.01,0.65
2018-01-04 18:00:00,0.01,1.04
2018-01-04 19:00:00,0.01,0.87
2018-01-04 20:00:00,0.01,0.85
2018-01-04 21:00:00,0.01,0.81
2018-01-04 22:00:00,0.01,0.8
2018-01-04 23:00:00,0.01,0.4
2018-01-05 00:00:00,0.01,0.36
2018-01-05 01:00:00,0.01,0.36
2018-01-05 02:00:00,0.01,0.36
2018-01-05 03:00:00,0.01,0.43
2018-01-05 04:00:00,0.01,0.43
2018-01-05 05:00:00,0.01,0.43
2018-01-05 06:00:00,0.01,0.43
2018-01-05 07:00:00,0.02,0.9
2018-01-05 08:00:00,0.23,1.07
2018-01-05 09:00:00,0.66,0.49
2018-01-05 10:00:00,1.26,0.46
2018-01-05 11:00:00,3.58,0.34
2018-01-05 12:00:00,3.86,0.58
2018-01-05 13:00:00,3.89,0.32
2018-01-05 14:00:00,3.55,0.47
2018-01-05 15:00:00,2.83,0.39
2018-01-05 16:00:00,1.5,0.33
2018-01-05 17:00:00,0.17,0.9
2018-01-05 18:00:00,0.01,0.84
2018-01-05 19:00:00,0.01,0.8
2018-01-05 20:00:00,0.01,0.92
2018-01-05 21:00:00,0.01,0.98
2018-01-05 22:00:00,0.01,0.71
2018-01-05 23:00:00,0.01,0.36
2018-01-06 00:00:00,0.01,0.35
2018-01-06 01:00:00,0.01,0.35
2018-01-06 02:00:00,0.01,0.42
2018-01-06 03:00:00,0.01,0.45
2018-01-06 04:00:00,0.01,0.49
2018-01-06 05:00:00,0.01,0.48
2018-01-06 06:00:00,0.01,0.45
2018-01-06 07:00:00,0.0,0.93
2018-01-06 08:00:00,0.18,0.82
2018-01-06 09:00:00,0.56,0.68
2018-01-06 10:00:00,1.54,0.72
2018-01-06 11:00:00,3.27,0.58
2018-01-06 12:00:00,3.7,0.68
2018-01-06 13:00:00,1.88,0.44
2018-01-06 14:00:00,0.85,0.42
2018-01-06 15:00:00,0.7,0.43
2018-01-06 16:00:00,0.36,0.65
2018-01-06 17:00:00,0.03,0.9
2018-01-06 18:00:00,0.01,0.96
2018-01-06 19:00:00,0.01,0.78
2018-01-06 20:00:00,0.01,0.63
2018-01-06 21:00:00,0.01,0.65
2018-01-06 22:00:00,0.01,0.41
2018-01-06 23:00:00,0.01,0.35
