time,generation,consumption
2018-01-01 00:00:00,0.0,2.37
2018-01-01 01:00:00,0.73,1.46
2018-01-01 02:00:00,0.0,1.39
2018-01-01 03:00:00,0.0,1.35
2018-01-01 04:00:00,0.0,1.34
2018-01-01 05:00:00,0.0,1.38
2018-01-01 06:00:00,0.0,1.56
2018-01-01 07:00:00,0.0,1.33
2018-01-01 08:00:00,0.32,1.41
2018-01-01 09:00:00,1.18,1.88
2018-01-01 10:00:00,1.45,1.94
2018-01-01 11:00:00,1.85,1.56
2018-01-01 12:00:00,1.72,1.52
2018-01-01 13:00:00,1.18,1.79
2018-01-01 14:00:00,1.06,2.14
2018-01-01 15:00:00,0.58,2.29
2018-01-01 16:00:00,0.42,2.02
2018-01-01 17:00:00,0.01,2.04
2018-01-01 18:00:00,0.0,2.71
2018-01-01 19:00:00,0.0,1.88
2018-01-01 20:00:00,0.0,1.85
2018-01-01 21:00:00,0.0,1.72
2018-01-01 22:00:00,0.0,1.51
2018-01-01 23:00:00,0.0,1.5
2018-01-02 00:00:00,0.0,1.43
2018-01-02 01:00:00,0.0,1.45
2018-01-02 02:00:00,0.0,1.33
2018-01-02 03:00:00,0.0,1.4
2018-01-02 04:00:00,0.0,1.39
2018-01-02 05:00:00,0.0,1.32
2018-01-02 06:00:00,0.0,1.32
2018-01-02 07:00:00,0.0,1.59
2018-01-02 08:00:00,0.1,1.59
2018-01-02 09:00:00,0.44,1.8
2018-01-02 10:00:00,0.72,1.77
2018-01-02 11:00:00,0.9,1.71
2018-01-02 12:00:00,0.93,1.69
2018-01-02 13:00:00,0.75,1.52
2018-01-02 14:00:00,0.49,1.37
2018-01-02 15:00:00,0.23,1.38
2018-01-02 16:00:00,0.03,1.56
2018-01-02 17:00:00,0.03,1.78
2018-01-02 18:00:00,0.0,2.57
2018-01-02 19:00:00,0.0,2.35
2018-01-02 20:00:00,0.0,2.06
2018-01-02 21:00:00,0.0,1.91
2018-01-02 22:00:00,0.0,1.77
2018-01-02 23:00:00,0.0,1.95
2018-01-03 00:00:00,0.0,2.26
2018-01-03 01:00:00,0.0,2.03
2018-01-03 02:00:00,0.0,1.67
2018-01-03 03:00:00,0.0,1.44
2018-01-03 04:00:00,0.0,1.39
2018-01-03 05:00:00,0.0,1.35
2018-01-03 06:00:00,0.0,1.36
2018-01-03 07:00:00,0.03,1.64
2018-01-03 08:00:00,0.52,1.55
2018-01-03 09:00:00,1.54,1.86
2018-01-03 10:00:00,2.3,1.59
2018-01-03 11:00:00,3.04,1.59
2018-01-03 12:00:00,3.66,1.47
2018-01-03 13:00:00,3.86,1.45
2018-01-03 14:00:00,3.66,1.64
2018-01-03 15:00:00,2.98,1.43
2018-01-03 16:00:00,1.83,1.37
2018-01-03 17:00:00,0.39,1.66
2018-01-03 18:00:00,0.01,1.82
2018-01-03 19:00:00,0.0,2.08
2018-01-03 20:00:00,0.0,1.93
2018-01-03 21:00:00,0.0,2.11
2018-01-03 22:00:00,0.0,1.84
2018-01-03 23:00:00,0.0,1.62
2018-01-04 00:00:00,0.0,1.4
2018-01-04 01:00:00,0.0,1.35
2018-01-04 02:00:00,0.0,1.5
2018-01-04 03:00:00,0.0,1.39
2018-01-04 04:00:00,0.0,1.38
2018-01-04 05:00:00,0.0,1.37
2018-01-04 06:00:00,0.0,1.4
2018-01-04 07:00:00,0.03,1.53
2018-01-04 08:00:00,0.45,1.4
2018-01-04 09:00:00,1.71,1.84
2018-01-04 10:00:00,2.38,1.48
2018-01-04 11:00:00,3.26,1.43
2018-01-04 12:00:00,2.75,1.61
2018-01-04 13:00:00,3.2,1.77
2018-01-04 14:00:00,2.27,1.47
2018-01-04 15:00:00,0.95,1.48
2018-01-04 16:00:00,0.32,1.39
2018-01-04 17:00:00,0.01,1.63
2018-01-04 18:00:00,0.0,1.86
2018-01-04 19:00:00,0.0,2.13
2018-01-04 20:00:00,0.0,2.36
2018-01-04 21:00:00,0.0,1.95
2018-01-04 22:00:00,0.0,1.85
2018-01-04 23:00:00,0.0,1.63
2018-01-05 00:00:00,0.0,1.45
2018-01-05 01:00:00,0.0,1.31
2018-01-05 02:00:00,0.0,1.31
2018-01-05 03:00:00,0.0,1.38
2018-01-05 04:00:00,0.0,1.31
2018-01-05 05:00:00,0.0,1.26
2018-01-05 06:00:00,0.0,1.28
2018-01-05 07:00:00,0.03,1.39
2018-01-05 08:00:00,0.24,1.48
2018-01-05 09:00:00,0.65,2.01
2018-01-05 10:00:00,1.35,1.95
2018-01-05 11:00:00,3.3,1.84
2018-01-05 12:00:00,3.72,1.39
2018-01-05 13:00:00,3.82,1.32
2018-01-05 14:00:00,3.61,1.42
2018-01-05 15:00:00,2.97,1.46
2018-01-05 16:00:00,1.85,1.88
2018-01-05 17:00:00,0.32,1.62
2018-01-05 18:00:00,0.01,2.11
2018-01-05 19:00:00,0.0,1.74
2018-01-05 20:00:00,0.0,2.05
2018-01-05 21:00:00,0.0,2.21
2018-01-05 22:00:00,0.0,1.55
2018-01-05 23:00:00,0.0,1.39
2018-01-06 00:00:00,0.0,1.4
2018-01-06 01:00:00,0.0,1.42
