time,generation,consumption
2018/1/1 00:00,0,0
2018/1/1 01:00,0,1.52
2018/1/1 02:00,0.01,1.09
2018/1/1 03:00,0,0.95
2018/1/1 04:00,0,0.75
2018/1/1 05:00,0,0.74
2018/1/1 06:00,0,0.77
2018/1/1 07:00,0,0.79
2018/1/1 08:00,0.37,0.94
2018/1/1 09:00,1.56,0.88
2018/1/1 10:00,1.63,1.44
2018/1/1 11:00,2.11,1.3
2018/1/1 12:00,1.77,1.43
2018/1/1 13:00,1.19,1.73
2018/1/1 14:00,1.05,1.81
2018/1/1 15:00,0.58,4.46
2018/1/1 16:00,0.42,3.35
2018/1/1 17:00,0.01,2.17
2018/1/1 18:00,0,2
2018/1/1 19:00,0.01,3.49
2018/1/1 20:00,0,1.77
2018/1/1 21:00,0,1.62
2018/1/1 22:00,0,1.44
2018/1/1 23:00,0,0.93
2018/1/2 00:00,0,0.97
2018/1/2 01:00,0,0.76
2018/1/2 02:00,0,0.64
2018/1/2 03:00,0,0.68
2018/1/2 04:00,0,0.66
2018/1/2 05:00,0,0.74
2018/1/2 06:00,0,0.6
2018/1/2 07:00,0,0.74
2018/1/2 08:00,0.09,0.74
2018/1/2 09:00,0.43,0.87
2018/1/2 10:00,0.71,0.83
2018/1/2 11:00,0.89,0.53
2018/1/2 12:00,0.93,0.57
2018/1/2 13:00,0.74,0.62
2018/1/2 14:00,0.49,0.86
2018/1/2 15:00,0.22,0.66
2018/1/2 16:00,0.04,0.96
2018/1/2 17:00,0,0.94
2018/1/2 18:00,0,1.54
2018/1/2 19:00,0,1.39
2018/1/2 20:00,0,1.48
2018/1/2 21:00,0,1.38
2018/1/2 22:00,0,0.96
2018/1/2 23:00,0,0.87
2018/1/3 00:00,0,0.86
2018/1/3 01:00,0,0.63
2018/1/3 02:00,0,0.74
2018/1/3 03:00,0,1.12
2018/1/3 04:00,0.01,4.01
2018/1/3 05:00,0,1.55
2018/1/3 06:00,0,0.75
2018/1/3 07:00,0.07,0.74
2018/1/3 08:00,1.83,0.87
2018/1/3 09:00,2.59,0.69
2018/1/3 10:00,3.71,0.68
2018/1/3 11:00,4.28,0.5
2018/1/3 12:00,4.67,0.5
2018/1/3 13:00,4.68,0.53
2018/1/3 14:00,4.13,0.46
2018/1/3 15:00,2.98,0.54
2018/1/3 16:00,1.45,0.6
2018/1/3 17:00,0.22,0.86
2018/1/3 18:00,0,1.16
2018/1/3 19:00,0,1.24
2018/1/3 20:00,0,1.03
2018/1/3 21:00,0,1.48
2018/1/3 22:00,0,1.4
2018/1/3 23:00,0,0.77
2018/1/4 00:00,0,0.81
2018/1/4 01:00,0,0.61
2018/1/4 02:00,0,0.63
2018/1/4 03:00,0,0.58
2018/1/4 04:00,0,3.33
2018/1/4 05:00,0,0.82
2018/1/4 06:00,0,0.69
2018/1/4 07:00,0.06,0.67
2018/1/4 08:00,1.64,0.85
2018/1/4 09:00,3.13,0.7
2018/1/4 10:00,3.93,0.61
2018/1/4 11:00,4.62,0.55
2018/1/4 12:00,3.51,0.46
2018/1/4 13:00,3.82,0.56
2018/1/4 14:00,2.47,0.45
2018/1/4 15:00,0.97,0.53
2018/1/4 16:00,0.32,0.43
2018/1/4 17:00,0.01,0.83
2018/1/4 18:00,0,0.74
2018/1/4 19:00,0,1.02
