time,generation,consumption
2018-01-01 00:00:00,0.73,2.52
2018-01-01 01:00:00,0.0,1.44
2018-01-01 02:00:00,0.0,2.79
2018-01-01 03:00:00,0.73,2.83
2018-01-01 04:00:00,0.73,2.85
2018-01-01 05:00:00,0.0,2.83
2018-01-01 06:00:00,0.0,2.39
2018-01-01 07:00:00,0.73,2.3
2018-01-01 08:00:00,0.28,2.35
2018-01-01 09:00:00,0.73,2.31
2018-01-01 10:00:00,0.73,2.38
2018-01-01 11:00:00,1.56,2.73
2018-01-01 12:00:00,0.73,2.92
2018-01-01 13:00:00,0.73,3.18
2018-01-01 14:00:00,0.73,2.61
2018-01-01 15:00:00,0.73,5.07
2018-01-01 16:00:00,0.73,6.73
2018-01-01 17:00:00,0.73,5.99
2018-01-01 18:00:00,0.01,2.82
2018-01-01 19:00:00,0.0,2.81
2018-01-01 20:00:00,0.0,2.84
2018-01-01 21:00:00,0.0,4.23
2018-01-01 22:00:00,0.0,2.58
2018-01-01 23:00:00,0.0,2.99
2018-01-02 00:00:00,0.0,3.06
2018-01-02 01:00:00,0.0,3.21
2018-01-02 02:00:00,0.0,3.21
2018-01-02 03:00:00,0.0,3.17
2018-01-02 04:00:00,0.0,3.33
2018-01-02 05:00:00,0.0,3.3
2018-01-02 06:00:00,0.0,3.27
2018-01-02 07:00:00,0.0,2.79
2018-01-02 08:00:00,0.1,3.07
2018-01-02 09:00:00,0.43,3.28
2018-01-02 10:00:00,0.7,6.93
2018-01-02 11:00:00,0.88,3.61
2018-01-02 12:00:00,0.91,4.48
2018-01-02 13:00:00,0.74,3.19
2018-01-02 14:00:00,0.49,2.97
2018-01-02 15:00:00,0.23,3.26
2018-01-02 16:00:00,0.04,3.24
2018-01-02 17:00:00,0.03,3.65
2018-01-02 18:00:00,0.0,8.13
2018-01-02 19:00:00,0.0,4.61
2018-01-02 20:00:00,0.0,2.49
2018-01-02 21:00:00,0.0,1.39
2018-01-02 22:00:00,0.0,2.9
2018-01-02 23:00:00,0.0,3.36
2018-01-03 00:00:00,0.0,3.52
2018-01-03 01:00:00,0.0,3.2
2018-01-03 02:00:00,0.0,2.87
2018-01-03 03:00:00,0.0,2.91
2018-01-03 04:00:00,0.0,3.05
2018-01-03 05:00:00,0.0,3.18
